text,three,five,seven
 போரோ இந்தியா லாயசு அது லேகல் பட் ஸ்ரீ இலங்கை மாறி கவுன்றிஸ் லா இன்னும் இலிகள் தான்எண்ணலையும் வேதா சொல்ல கேட்க சொன்னலும் அவங்களுக்கு புரியுமானு தெரியது,0,0,0
 அமாம் டிரைன் லா திருநங்கைகள் தொல்லை தங்க மேடில் மேரட்டி பணம் வங்குரங்க போலிஸ் இதே கொஞ்சம் கவனிச நல்ல இருகும்,0,0,0
 வேதா சென்னையா கோதா புண்டைய வல்ல மீனா வருகுற மேரி வருகுறோம் வாரிய,0,0,0
 நீங்க பக்குறதுகு லட்சனமா இருகிங்க அல்லாஹ் பிளாசிங்ஸ் யூ,0,0,0
 கண்ணுக்கு தெரிந்த கடவுள்🙏🙏🙏,0,0,0
 வல்துகள் நல்ல ஏறு நே சூப்பர் இருக நல்ல பயசூர,0,0,0
 பார்ட் 2 எப்பு அன்ன போட்விங்கே🤯,0,0,0
 இத சானல் சூப்பர் ரா வரும் போரோ😎அத்வான்சி காங்கிராலீஷன்,0,0,0
 ஐஸ் சூப்பர்ட் லிப்ட்,0,0,0
 சூப்பர் அக்கா சூப்பர் அன்ன,0,0,0
 நல்ல மனசு சிஸ்டர்,0,0,0
 பார்ட் 2 ஆஹ்🙄😳🙄😳🙄😳🙄,0,0,0
 சானா உங்கள பதி சொல்லுங்க நீங்க ஏபுடு,0,0,0
 தேசி கேமர் ஆமா கிர்க்தான் நான் நோன் முஸ்லிமாகவே இருண்டு போரின்,0,0,0
 சூப்பர் அன்ன நிஜாமா அழுக வந்து விட்டது அன்ன 😂😂😂வேட்டிங் போர் பார்ட் 2 அன்ன சூப்பர் கீப் ராக்கிங்,0,0,0
 ஐஸ் அம் வேட்டிங்,0,0,0
 ஆண்பெண் செக்ஸ் லா தான் டிசீஸ் வேற சான்சே அதிகம் கே லெஸ்பியன் செக்ஸ் லா டிசீஸ் கூ சாஞ்சேஸ் ரோம்பா கம்மி ,0,0,0
 ரேல் கோட் நேகா டிரான்சிந்தர் தான்,0,0,0
 நீங்க வேற லேவில் பசங்க டா உங்க அப்பா அம்மா உங்கள செமைய வள்ளு,0,0,0
 2238 நை பெரிய உள்ளக அலகி உண இம்பரஸ் வேற பன்றங்கள உண் முஞ்சிலன் வெளிய கடாத காரி முஞ்சில் துப்பிடுவன் மூடா சீ உணலன் மாதா பொனுங்களோடா கம்பரே பானத நை போனன் இல்ல அம்பலாயின் இல்ல இந்த வார்ல்ட் லா ஏ வல தகுதி இல்லாத தேவியா பிள்ஸ் தயவு செஞ்சி ஒணு செதுடு இல்லன வேற கவுன்றி கூ போய்டு இந்தியா ஒரி டிரடிசியன் ஆண கவுன்றி உண மேரி ஒழுகம் இல்லாத நை லான் இந்த இருக வேணா அண்ட் ஐஸ் டாம் சூர் உண பெததுகு உண் அம்மா அப்பா ரோம்பா பீல் பணுவங்க சீ ஆலன் மண்டையின்,0,4,6
 உங்க ஆக்டிங் சூப்பர் போரோ,0,0,0
 டீ பலவற்ற ஓங்க அப்பான் எனோறு அம்பலா குடா படுத்த நோய் வந்துறிகும் நை வந்துருக்க மாதாகண்டபடி ஒக்க அசை பதுரா நை ஒழுகாத பதி பேசுர,0,0,0
 மோகமேத் பிரோக் பரோக் சரிதான் பெருக்கு மட்டும்தான் மீசை உள்ளுக்குள்ள பயம்,0,0,0
 சூப்பர் போரோ 😂😂,0,0,0
 அவேசோம் ஸ்பீச் லெஸ்ட் எண்ட் இன்ன நான் பக்ரான் ஓபேன் நா பேசுவோம் கேட்ட பட் நான் நன இல்ல நான் ஹப்பி ஆய் இல்ல😭,0,0,0
 பேகவே ஆஸ் எப் சோ ஸ்மார்ட் ஸ்மார்ட் ஆய் பதில் சொன்னா புதிசாளிய அசிங்கம் அதுகோடா புரியாத முட்டால்,0,0,0
 சூப்பர் தாம்பி 😊 அக்காயா லில் லோவ் சோ மூச் 😊 🥰🥰🥰,0,0,0
 கார்த்தி கிருஷ்ணா சரி ஜீ,0,0,0
 அது ஒரு செக்கோ ஹஹஹ,0,0,0
 அன்ன வேட் பென்ற சிகாராம உப்ளோட் பணுக வேற லேவில் அன்ன வேடியோ,0,0,0
 அறுவருப்புஅசிங்கம் நடுரெண்ற பெர்லா இஷ்டம் போல நடக்கக்கூடாது இல்லய,0,0,0
 இந்த டோபிக் பார்த்த வுடனே கோவம் தான் வண்டுசு அவுங்களோட பிலிங்ஸ் ஆய் வசு பிராங்க் பென்றெங்களானு பட் ஓரஞ்சு சேரி அவுங்கள பார்த்த வுடனே கோவம் கோரஞ்சது இவர் தான் உண்மய மனிதர்கள் மனித நெய்யதுடன் நடப்பவர்கள்,0,0,0
