category,text
None-of-the-above,u are really great man.......; u sacrificed ur own life for ur mom and family....
None-of-the-above,Because of these people lot of kids will get adopted....which is a good thing and after all sharing love is never a wrong thing
None-of-the-above,Mam super speach about ur life....
None-of-the-above,I Like this Girl
None-of-the-above,Ist view ; And first command
None-of-the-above,"Bro neenga moviela try pannlam, acting veralevel.."
None-of-the-above,Sciences always have an answer as genetics. But the truth is humans have explore only a small portion of the DNA but that small portion would require 2GB of storage to store the information.
None-of-the-above,Sennila your speech so good. I am also having one friend like u.
Hope-Speech,"Thanks dear I'm also transgender ; I accept Jesus, as my Savior"
Hope-Speech,good bless you sister
None-of-the-above,Yeah they're just too uneducated about LGBT... and also too blocked in their traditionnal system. They have troubles to question their habits.
Homophobic,They are doing making public fully damage...
None-of-the-above,Talk about marriage
None-of-the-above,Gud prank bro...nice acting...
None-of-the-above,Really great video bro
None-of-the-above,I I'll explain that next video buddy
None-of-the-above,Thanks. Doing one LGBT Anthology now
None-of-the-above,madan tell what is different between transgender or homosexuals in science
Counter-speech,These people gave their statement casually but they should have some sense that their comments are really offensive.
None-of-the-above,Shrinivasan Kannan  if u had thought that previously u should have shut up b4 commenting. shouldn't u?
None-of-the-above,Its really a wonderful movie I think they can release at cinema for sure and I really hope every parents support their children although they all in LGBT community after watch this movie even I can feel myself into this movie bcoz I’m only child for my parents n my mom is single parent same like in the story😔😓😢🥺
None-of-the-above,She is really a very nice person.. ❤🇱🇰
None-of-the-above,Madan Gowri talk about facts of cricket.
Counter-speech,That is their own choice
None-of-the-above,So you accept a your mom or sister to have lesbian in your house.
Hope-Speech,Bro semma bro you helped to all poor people I love it bro
Hope-Speech,Waiting for part 2
Hope-Speech,Sennila God Bless u abundantly
None-of-the-above,latif acting superb👌👌👌
None-of-the-above,Beautiful film ...I'm Bengali I can't understand Tamil but I watched full movie through the help of subtitles.; Thank you .
None-of-the-above,She is very beautiful and very kind
None-of-the-above,SANDALA TAMIL PIRAVIGAL
Counter-speech,I have experience with curious guys and straight guys..they tend to try gay sex for pleasure as new thing..they would took some drugs or be in drunk for take gay sex as casual..you are assuming about ur personal experience.. I've seen many manly look gays or hidden gays or bisexual..
None-of-the-above,Waste of time
None-of-the-above,Meena K support means????
Hope-Speech,I wish to show this movie to my family members. It's an amazing story and so relatable.
None-of-the-above,Akka you very blessed girl in this world
None-of-the-above,gangsta chotu bro that's what she that's her identity..there's nothing wrong in telling that shes a transgender
None-of-the-above,Yeah correct...they just are like bully
None-of-the-above,What is lesbian ??30% of people don't know about this.don't tell or talk about that this will lead to increase in homosexuality in india.just leave it don't talk about that.
None-of-the-above,LGBT ok what isQ?????
None-of-the-above,She is so cute
None-of-the-above,Yes she is beautiful
None-of-the-above,Good acting Nanba good work ❤️
None-of-the-above,Charulatha Kp  Thank You so much Sister Happy To hear  this words.🤗🤗🤗🤗
None-of-the-above,Most expected 🔥; 🔴But can i know the reason y this film is released this much simple
None-of-the-above,But i couldn't find my boy... Im now 29... Still no one
None-of-the-above,Nice ... awareness......
None-of-the-above,U r looking so cute. Its nature .dont care about it
None-of-the-above,"don't worry. . you will be alright soon.. if you have so much worries,  u will think God constantly n you won't hurt others.. you are blessed 😊👍"
None-of-the-above,Super movie👏🏻👏🏻👏🏻 hatsoff to the entire team members ❤
None-of-the-above,OMG a bold subject portrayed in such a simple and beautiful way. I could easily relate to Harish and Latif. Latif finally won the war.  Can I hug you for the last time is where my eyes moistened. A great tribute to all the protagonist's who suffered in different ways to get their same sex love pre legalisation of Section 377. One more interesting point is you can convey a strong message of LGBT issue through a film without steamy kisses and body shoving.  Kudos to the whole unit and especially Latif. Good luck for future endeavours
None-of-the-above,She's is a sweet soul 💙
Counter-speech,actually should never hesitate the homosexuality's behaviour person cuz its define by their gentical way of only so we should accept them in our country and they also like us actually am not homosexuality kind of girl but as a girl I support them
None-of-the-above,Then what will happen to the population
None-of-the-above,Life; U; R; Choose
Homophobic,"Well said, biblically it's a sin."
None-of-the-above,Release part-2 ASAP Nanba❤️
None-of-the-above,Sinthu Kuna   u say a movie need not be blunt and say a message.? ; ; He admitted he is gay bcz the security already knows it.; ; Removing specs do not signify anything... unless u decide to perceive so.; ; And perception will differ from person to person. So it can't be stated as a Loud n clear message.
None-of-the-above,Dude...Need a video on Astral Projection
None-of-the-above,In Japan older age are higher
None-of-the-above,Plz respcet them🙏
None-of-the-above,What's wrong in that tag
Counter-speech,Transgender are really talented.. we should give opportunity to them.. really . gvrmnt take care pananum..
None-of-the-above,She is sooo beautiful ❤❤❤
None-of-the-above,Very nice ......well all supprt you
None-of-the-above,She speaks so good and very true...
None-of-the-above,super acting bro
None-of-the-above,Nice philosophical movie; Very good
None-of-the-above,Realy she is true from her heart ..and talking casually ..but try to give her respect like other heroins ..the one who taking interview is questioning her like something ..give respect to her ..as a girl I feel the way u r behaving to her is not good
None-of-the-above,Expecting the changes
None-of-the-above,She is beautiful
None-of-the-above,she s cute
None-of-the-above,"Muhammad Azeem.S.H  pls learn to spell properly first! Secondly, when u poked ur nose into the business of lgbt+ ppl u were poking into my business! Coz I'm gay!"
None-of-the-above,Hey guyss really love u from bottom of my heart🥺🥺... Tq so much for this precious video❣❣... And showing their real  character and life and their pure heart🙏🙏... And anna i love that moment when you called her amma🥰🥰... Keep rocking ever✌✌... We always support u🤩🤩
