,texts,five
4620,Inga ivangala thitra arivuketa jenmagalellam poi science ah padinga,0
4621,Super  bro,0
4622,Neenga yentha idam,0
4623,Bayapdatha ma kavitha nallavagalum irukom enake intha vidio pathdha kadupa varuthu,0
4624,@Kalees kalees  😂😂😂😂😂,0
4625,Super akka .anththa akka super😘😘😘,0
4626,ADI arivu ketta mundamea payan ponoda saerathu matum than nature ithu asinga pidicha 1ru seyal,1
4627,✌️New Attempt 'வாழ்க மக்கா' Yov Nanba Engayo poitinga ponga🌠....Entha maari oru Tharamana Prank ithuvara pathathu illa Part-2ku Waiting❤️👍🔥🔥#SummaTeyrikaVittom🤙🤙,0
4628,Enaku oru doubt iva aambala ya ila pombala ya?,1
4629,malini niga panrathu rompa thappu.niga oru ponna irunthutu ennoru ponna thappa papingala.oru ponna eruntha ennoru ponna friend a than ninaika thonum.ana niga solrathu rompa thappa ethukku.entha ulagathula porantha yella ponnukum kadaul oru annai porakka vachiruppanga.athe mathiri oru anukum oru ponna porakka vachiruppanga.nama avagalatha marriage pannikanum.nigale sollunga entha ulagathula ulla yella  amma appaum niga panra thappa panniruntha niga aprama na entha ulagathula ulla mathavanga ellam  poranthirukave matom.plz konjamavathu purinchika try pannuga.,1
4630,Psr family put some like,0
4631,...google pannungalen bro.,0
4632,Sami aka nenka unka mela ela total eankal thirunankai aka ama ku ealam pariya saluite,3
4633,Neenga LGBT yw,0
4634,Bro ya Bro epadi panringa😢,0
4635,indha pottai naigal adicha sagadikanum ipo Elam Tamil nadu indha pottai naigal adigam iruku,2
4636,Dei neengaluma part 1  2 nu poite irupinga pola,0
4637,@sowmya narayan  sethuduva,0
4638,Apdi panuvanga nane pathueruka bro,0
4639,"I love you amma,🌹",0
4640,Yarukuna oru help na boy and girl vara mattaga or yosipaga but ivaga ethaum yosikama pannuvaga na nerulaye pathu iruka....  Avaga Mala ennaku oru bayam but neraya mariyatha iruku please respect pannuga avagaluku...,0
4641,Manithaneyam  vatrathavargal inum avargal dhan... Manithargalaai valbavargal avargal dhan.,0
4642,Ovvoru vedio layum romba impresse pandringa Anna..... congratulations 2 perukum... Life long money iruko illayo happy ah irupinga anna.....,0
4643,Varthaikku varthaya chellamunnu koopudranga 🤩,0
4644,Vera level waiting,0
4645,Semma speach akka super😘😘😘,0
4646,Smile cute iruku..,0
4647,Surya Rishu nice,0
4648,Hi ninga Chennai ya,0
4649,Innum konja naal pona enaku boyfriend irukan solli reject pannama enaku girlfriend iruka solli reject pannuvalga pola. Ithukkum police pathukappu kuduthurkinga paru pramatham arputham mama nu summava solranunga,0
4650,Enna nanba ippedi nadikire...pppahhhhh,0
4651,Bro ivalo nal subscribe panniten nenacha patha pannala todaytha panna,0
4652,Cute ha irukinga akka .,0
4653,Enakum oru murai nadanthuchi na train la guindy to beach station ponan apa t.shirt potu ponan enaku mollai pakka ponnu maari erukum apa two pachiyappas boys nalla bodybuilder maari erunthanga apa en pakkathula vanthu ninnu ena pathu oruthan sonna pa semmaiya eruka kadavul enna kodukanumo kachithama koduthurukanu ennoru paiyan valtha evan kuda thaan vaalanum nu apa enaku first time na udanae train vittu erangitan...,0
4654,That akka is awesome🥰🥰🥰,0
4655,U number send,0
4656,Namba jenam vedika pakkum eppadi than,0
4657,"Please, Don't hurt transgender. Avunga touch Pana ena adichu ungaluku? Avangalu human being thana 🙂.",4
4658,I am hetro ...I support u,3
4659,Romba alaga irukeenga and edharthamana unmaiya pesreenga.,0
4660,Antha akka dance aadum bothu yaarukellam kangalil kanneer thathumbiyathu😭😭,0
4661,Vera level nanba👌,0
4662,I love you Akka 💖💖,0
4663,Nice flim ❤️❤️❤️❤️.......,0
4664,Bullshit  judgement,0
4665,Nejama aluthutan Anna❤,0
4666,Sheet ivangala madhiri sila thirunangai alla matha thirunangai kaluku keta Peru plzz ellarayum thitathinga nalavangalum irukanga,4
4667,Public ellorum sernthu intha panningala vaaiya odaikanum,2
4668,Anna spr Anna,0
4669,Indha samuguma sudugadu iruku,0
4670,Part 2 poduga,0
4671,Vera levelunga Vera level,0
4672,super love you so much💗💗,0
4673,Thank you papa <3,0
4674,@shinchan shinchan  Variya olukken,0
4675,Rompa kastama eruku sema age .. frd 😭😭😭😭,0
4676,Police keta police ah kalaichruvanga transchendar,0
4677,Super  nanba,0
4678,@Anitha Anitha  ile adu poorekure poolene choise,0
4679,8 min 30 sec la adhu yenna homosexual people India fullah  soldra apdi irundha yepdi population?,1
4680,Aluthuta da thambi😭😭😭😭,0
4681,Nee sekaram seathuduva potta nayea porambokku punda unnala aruthu savadikanum theavidiyaluku poranthavanea okka vittu sambathippa pola un v2la erukaravaggala athan kolluppu,2
4682,Vera leval bro,0
4683,super bro.  thirunangaigal nalla manasu yellathukum   purinchika mudiuthu.,0
4684,atha masuthaga kadavul vera ena vanum,0
4685,Anna super ahh acting panirukenga 😍😍😍.keep doing bro,0
4686,"Pongada thevdiya pasangala, prank nu indha vela pundaya panrengale vekkama illa. Idhula vilipunarvu vera",1
4687,Nee ingayum vanthudiya drogi,0
4688,Chennai avdai irukikal,0
4689,Nenga unmaiyave vera level bro's 😊😊☺️☺️🙂🙂🤗🤗,0
4690,We support lgbt 🏳️‍🌈,3
4691,Divya Saranya hiiiii,0
4692,Over scenu pundaya irukku,0
4693,@harish balaji  dei lusu yaaru da naye ne na avaru sonnadhuku support pannenda oruvela neetha video vara mari aalu pola naaye,0
4694,super  bro,0
4695,😘jaaimanivel bro shave pannittu handsome ah irukinga😘,0
4696,"Praveen kumar entha kovil....namaku athula irukura meaninge teriyathu; ..avanga enna sollavarangannu debate panna athuve perusa pogum...377 oru sattam irunthathe ipo than terithu..apdi irukela tamil natla ethavathu oru villagela poi gay nu solli parunga ,avangaluku puriyathu..theryathu...village people than meiyallume namma culturah protect panravanga..",1
4697,sema pa avanaga ennaku aluga vanthuchi😢such a great person avanga 😘😘,0
4698,Romba alaga erukuga sis,0
4699,#nakiran good job,0
4700,Bro intha maari ooty la panunga bro avanga reaction la epdi iruku nu paakala,0
4701,Nadu yenga povudhuu Eva kooda intriew vera,0
4702,Alava scene podu ma..,0
4703,@Dan_Lei    Athu Sari Bro  Unnala Encourage Panna Mudila Naa Vidu Bro ... Avanga Life Avanga Future Atha Pathi Ketka Namaku  Yaaru Rights Kudutha    Irunthu Poottumea ...,4
4704,Naa mailni ku saport painuven,0
4705,Enna oru arivu! Animals ku consent na enna nu theriyuma?? Also neenga use panra internet vida avangaloda sexual orientation perusa iyarkai seerkedu undaakala.,0
4706,Oru ponna ah Vida alaga irukinga,0
4707,Beautiful transgender 🥰😍😘😍🥰😘😍🥰😘😍🥰😘🤗🤗🤗🤗🤗🤗🤗,0
4708,Unga ackting super pro,0
4709,Super  akka 😍😍😍,0
4710,Super AKKA... super video TMP 🙏,0
4711,Dislike pota thevitiya pasangala neegalam manusana da😡😡😡,0
4712,Acting vera leval,0
4713,Daeee machaaaa superrrrrr daa vera level ini unaku ellame success tha machaaaa ennoda support unaku eppovume irukum da keep it up machaaaa this is manimaran da,0
4714,anthe naya puduchu jail la podunga,0
4715,"swetha k ,naa unna asingama thittave illa,enga asingama tittunean nu kattu..",0
4716,Semaya irukaanga katrina,0
4717,Thambi are you gay,0
4718,Bro part 2 epa,0
4719,Ippa population controlnda shock avrala mark my words innum sila nooru varudangala manitha iname alingirum hahaha BY THESE PEOPLE,1
4720,Na nagama kainire vatutan da,0
4721,Maalini. Y u become sooooo lean ??,0
4722,Paru oruthanukku nee ponna paiyannanu doubt vanthurum  paru,0
4723,Meetpanalam   Eppo Eppadi,0
4724,Yooooh aludhatan ya,0
4725,Ellam devolopment nu perla ellarum pesuranga apram neraya problem varum bothu therium...india culture         traditional apdi nu neraya iruku ana ipa athu ellam konjam konjma aliethu..athu yarukavuthu kannuku therietha....already north side la ellam pochu...ipa tamilnadula....,0
4726,Super brother...Kannu kalangitten... keep it up,0
4727,"avanukku theavaya,,,,, intha oholuu,,   un vealaya paruda loosu..patcha patchaya,,, kaluvy oothuthu antha THirunangai....",2
4728,Super sis 👍,0
4729,"Adhu avaravar virupam,,, ...",3
4730,Unga video la vara last scene dha enaku rmba puduchirku kandipa idha contnu panitey irunga  unga nalla ullathirku kadavul epodhum thunai irupaar....  all the best for ur gud thoughts,0
4731,mine mine apo unga appa kita poi sollu...nenga en hetero sex panringanu...sorry unga appavuku,1
4732,I to support LGBTQ !.......,3
4733,Neenga soldra kekka romba jealous ah irukku bro,0
4734,Anna super anna ❤️,0
4735,Nanbaaa vera level 🔥,0
4736,Unnaiylam savudikanum dii,1
4737,Semma malini.... well said...,0
4738,Super bro Vera level nice good,0
4739,So beautiful 😍😍😍😘😘😘,0
4740,vera level acting,0
4741,Gopinath: enna  than ponnu kidaikala na entha levaluku  yada povinga .,0
4742,Lite ah kalanga vechutingle da 🥺,0
4743,Neenga Vera level pasanga da unga appa amma ungala semaiya valathurukaanag,0
4744,Adu avanga avanga Istaml pa... Ppl have different opinions,0
4745,natula evolo case bending iruku intha matter ku mattum udanay zudge ment varu Thu nama nadu engayo pothu,0
4746,"Oru boy boy aa nadakanum,girl girl aa nadakanum.",0
4747,Rompa cute ah irukeeenka kathrreena 👍💐,0
4748,Ethugalalam summave Veda kudathu..,0
4749,Sinungiriye bro Vera level neee🔥🔥🔥🔥🔥,0
4750,Palaniyulum; Kovilukku; Varum; Paktharkalitam; 200; Rubai; Kodu; Mandirudhu; Tarukiren; Endru; Vanki; Rubayai; Mendum; Daramal; Eamatri; Vidukirarkal; Evarlalukku; Yarum; Pavam; Eandru; Panam; Darathukirirkal; Panam; Sampathilkkave; Evarkal; Aravani; Yakirarkal,0
4751,thilak raj unnaku en kobam varukirathu,1
4752,Akka kawalapadainga.........; Nama life a namatha mudivu pananum akka......; Wish u all the best akka,3
4753,Super bro Vera level,0
4754,Moonji pundayayum avalayum  kiruku punda,0
4755,0.58 avungale accept pannitangena avunge enna avalo periye paruppa..,0
4756,Vera leval nanba💯💯💯💯💯💯💯💯💯💯👍👍👍👍.......,0
4757,Isssshhh apha ingaiyum vanthutingala da Samy,0
4758,"@Ayy Ar  OK machi, love you.",0
4759,Anna Nega Vera Level Super Anna All The Best🙂,0
4760,Ivlo therinjum kadaisi la saga manushana dead body koodayum animals koodayum compare panniteenga! 👌👌 Arumai ji!,0
4761,@Rekha S  s,0
4762,Nalla thirunangai ❤️; but intha chennai unit train la romba arajagam pandranga ; Nalla thirunanga ellarukkum hats off 🙏,0
4763,Niga ivlo kastathulayum ellathayum poruthu kituu life a run panringa. Niga grate👍,3
4764,Love you bro neega vera level,0
4765,R u slim boy rajesh ur age,0
4766,Kayiru kallava 🙄,0
4767,It's good that U didn't marry a girl..adhu romba romba kodumai ..adhuku ipdi irukardhu evlo vo mel,0
4768,Thank you sir,0
4769,Nanum oru thirunangai than...feelings velipadutha mudiyama romba kastapaduren......familykaga than iruken.......kadavule......kodumaiya iruku...,0
4770,Yenna solluthunga nae purilA,0
4771,Part-2 vendam na avanga paavam avangala namba vachi last ah prank nu sonna avanga kastapaduvaanga,0
4772,Sooooooooooooo cute u r sister 💕,0
4773,sila per epdi erukka. yellathaume namma thappu solla mudiyathu,4
4774,I  love Akka,0
4775,Hloo hetrosexual ku homosexual evlovo parvala,0
4776,1.Heterosexuals - வேறின ஈர்ப்பாளர்கள் (Different sex people attraction); 2.Homosexual - ஒரேபாலின ஈர்ப்பாளர்கள் (Same sex people attraction),0
4777,😭😭😭 enaku Romba Bayama irukku...,0
4778,TMP Army saarbaga oru korikkai seekrama ...PART-2 Upload pannunga nanbaaaa. And athukku munnadi ipdi prank panni athula engaluku kudukura share ha poor people's Ku kudukkiringa super nanbas... luv you.... live long happily.... my blessings,3
4779,What's app number sand panuka Anna plz,0
4780,Sathiyama aguthu aluthutten  daaaaaa😢😢😢😢😢😢😢😢😢😢,0
4781,Nee vela kodupiya...????,0
4782,"Gays and lesbians irundha unga aall mattum irundha podhum illa unnaku. amma, appa family vaennava pa.. ; Unnakku pakkathulla edhachi plant and animal irundha paran there live for others. 5 sense irukka adhuvae mathavangallu vallura appo. Ne 6 sense irukka person ne mathavagalukkaga vala venda but ne ipdi gay irukka karamana unnoda family kaga valalamae, avanga ista padi.. kudha aafis",1
4783,"Neeuma da , dei 😕",0
4784,Very good akka,0
4785,@sowmya narayan  are u boy or girl ?,0
4786,Nanba ningal menmelum valara..en wishes nanbaa,0
4787,Bro ena entha channel??,0
4788,@Sornam Lakshmi  illuthu vachi oombu 😂😂,0
4789,intha thevduya kothika en kita Ipadi pesuna ungotha iruka konjam sunnium  aruthuruven 9 punda thimiru kothi paru,2
4790,Ithu oru polappu ketta loosu..,0
4791,NAA tha like pana,0
4792,Unmaiya kaasu koduka koduka solli people rompa kasdam padutharaku,0
4793,"tis happened in almost all parts of Chennai, I too , govt must take steps to save people. buskku kasu illana Koda ivangalukku kodukkanum. always problem.",3
4794,sariya kelivi avalidam kekka villai,0
4795,Dei iva ava la,0
4796,Waiting bro ❤️❤️❤️❤️,0
4797,எவனோm எவளும் Yogiyam illa bro so ethu better bro,0
4798,@tamilansat arjun  m,0
4799,"She is using saami on him,... Vera level akka...",0
4800,Vj bubbly looking....she is also awesome...hey transgenders(sorry)elam palaga semmaya irupanga pola...semma...nala palakaranga...,0
4801,Vera level ma 😍 Pinra 😘😘😍,0
4802,"Andha thirunangai parkum bodhu manasu valikkuthu,",0
4803,Thambi super raa pessu na da thambi,0
4804,Intha 9 evolo pesitu iruka ..pakathu la oru block t shirt potu paiyan headset pottu mudidu ukanthurukann...unmailaye antha black t shirt potruka paiyan than 9 nu ninaiken.....9 vta ...antha paiyana patha than athikama kovam varuthu......,2
4805,wierd தமிழன் is judgement on 497 is ok for u ?,0
4806,Unga purithalukku nanri,0
4807,Semma bro 🤣🤣🤣🤣🤣,0
4808,ippa konjam athiga irukku.konjam kammiyagatume....,0
4809,harish malayali ano,0
4810,Thirunangai  illa samuthayaththin mangai  aval  yellarum mathippom,4
4811,Antha akka eppadi othugitanga ninga Prank panuninganu,0
4812,Nan oru chicken stall panna poren .. And welding work theyriuma ungaluku theyrinja sollunga nan kudukuren yellarukum kudukura salary nan kudukuren...,0
4813,Kalacharamum illa oru mayirum illa,0
4814,Voice semma dude,0
4815,Super bro neenga nalla irrupinga indha generation la ippadi yaarume panna mattanga but nenga super thalaiva avangala la nenga kandipa happy aa irrupinga unga life super aa irrukum paarunga bro love you bro,0
4816,Alugathaanda varuthu. Feel aaghuthu,0
4817,Romba theliva dhana pesuraanga? In fact adutha humans ah ungala vida nalla respect panraanga!,0
4818,"Intha pilaygalayellam kapathanum kudumbamna appa,amma,anna,akka,thambi,marumagan,marumagal,appa magalode paduka mudiyathu,magan ammavoda paduka mudiyathu freedomnu sollitu ellorum ellorode paduka mudiyathu,nalaiku itheyum leagal akkuvanuga intha ambedarkar yen neekavillai,history nadanthuyellam nallathunu solla mudiyathu,itherku ore thirvu petrorgal pillaigala sariya valakanum illena ippaditha.",1
4819,Super mithra .7373496449 cl me unga kitta pesanum mithra,0
4820,Anna melted na .....love u anna.... U are a good soul na,0
4821,LOVE IS LOVE... colours doesn't matter!!!!!,3
4822,Over seen podudhu. Normal a pesadha,0
4823,unaku vekkama illa mothala,0
4824,Ok  okthn.hanbe  sivan,0
4825,😂😂😂😂😂 Semma language,0
4826,Bro kannu kalanga vachuta bro....,0
4827,Nan solren ji! Aanum ponnum kalyanam panradhu kolandha pethuka illa kooda vaazha! Andha Amma ku adhu therla! Apdi kadaisi varaikum kooda vaazhradhu aana irundha enna penna irundha enna? Adhu avanga avanga ishtam!,4
4828,Human aa purinjukitavanga intha mathiri foolish quesytions raise pana matangaa,0
4829,Part 2 ahhhhhhhh🙄😳🙄😳🙄😳🙄,0
4830,Niga nalla varanam,0
4831,Semma .... Enjoyed...;  💞💜💓💜💓💜💓💜💓💜,0
4832,So cute sennila you are god bless you,3
4833,G vera level love you G,0
4834,Nee Ena karumaththavena panu ana over acting matum panadha pls 🙏 pakka suththama sakikala,0
4835,Anbala Katti pudikiravangala vida sex feel a katti pudikiravanga than broo. .... Semma veruppu agum...... ... Kandippa jeikkanum bro,3
4836,Vellai manasu nu solluvagala adhu idhu dha pola😥😥,0
4837,amaa ya athan yosichen,0
4838,Your looking so beautyful katrina,0
4839,"Intha sosaity 1st step eduthu vakkavey yosikkum pothu, neenga 10 th step edukka solrathu ,mudiyatha Oru mattar mam..enakku unga feeling puriuthu, I agree..avanga avanga life avanga Kaila, athu right or wrong nu solla Inga yarukkum writes I'lla..",4
4840,Ungala roomba pidechiruku sister ungaro attitude super sister,0
4841,Oru unmaiyaana ARUVI ah paatha maathiri iruku😁😀,0
4842,Anai varaiyum nanbaraga paar❤️,0
4843,@Anitha Anitha  😂😂adi sunni oombi id la sandy nu boy name irukuradhu theriyama oomburale.. ithula irundhe theiryudhu ne oru sunni ku yengura thevidiya nu... va vanthu oombu 😁😂,1
4844,Intha numberkku callme,0
4845,Signal la Nikka mudiyala vathu pocket la kasu iruntha eduthutuga mudiyathu sonna sabam viduthunga...,0
4846,Photo aur Bhati pogalama,0
4847,Last 2 minutes super,0
4848,Super akka 😍😍😍😍😍ľùv so much sis,0
4849,"; 👉🤣Kaettaiyae oru kaelvi,Avan vaarthaiku badhil solla mudiyadhu!🤭",0
4850,Idhella sari dha.. kadavulai Vaithu kalla Kettum unglukunu ulla versus padikradhillaya Adhayum post pannanuma?!,0
4851,santharpa sulnilayala marunavaga  ivagaloum nanoum,0
4852,"@Ayy Ar  OK dear. Good night, sweet dream. Ungalai neril santittu fun panni unga sunniyai en vayil vaccu sappum varai,enakku nimmatiyana tukkam illai.take are.ungalai ninacci marupadiyum kai adikka poren..OK.",0
